tile_id,json_path,image_name,mask_name,width,height,n_buildings,building_ratio,ratio_bin
hurricane-florence_00000003_pre_disaster,data/labels\hurricane-florence_00000003_pre_disaster.json,hurricane-florence_00000003_pre_disaster.png,hurricane-florence_00000003_pre_disaster_mask.npy,1024,1024,66,0.10899718601941195,high
hurricane-florence_00000008_pre_disaster,data/labels\hurricane-florence_00000008_pre_disaster.json,hurricane-florence_00000008_pre_disaster.png,hurricane-florence_00000008_pre_disaster_mask.npy,1024,1024,23,0.02855918652973041,medium
hurricane-florence_00000012_pre_disaster,data/labels\hurricane-florence_00000012_pre_disaster.json,hurricane-florence_00000012_pre_disaster.png,hurricane-florence_00000012_pre_disaster_mask.npy,1024,1024,36,0.07668781809381053,high
hurricane-florence_00000015_pre_disaster,data/labels\hurricane-florence_00000015_pre_disaster.json,hurricane-florence_00000015_pre_disaster.png,hurricane-florence_00000015_pre_disaster_mask.npy,1024,1024,106,0.12760242914414097,high
hurricane-florence_00000016_pre_disaster,data/labels\hurricane-florence_00000016_pre_disaster.json,hurricane-florence_00000016_pre_disaster.png,hurricane-florence_00000016_pre_disaster_mask.npy,1024,1024,67,0.07380456365375523,medium
hurricane-florence_00000018_pre_disaster,data/labels\hurricane-florence_00000018_pre_disaster.json,hurricane-florence_00000018_pre_disaster.png,hurricane-florence_00000018_pre_disaster_mask.npy,1024,1024,47,0.023792226879515238,medium
hurricane-florence_00000020_pre_disaster,data/labels\hurricane-florence_00000020_pre_disaster.json,hurricane-florence_00000020_pre_disaster.png,hurricane-florence_00000020_pre_disaster_mask.npy,1024,1024,13,0.006882164329848967,low
hurricane-florence_00000022_pre_disaster,data/labels\hurricane-florence_00000022_pre_disaster.json,hurricane-florence_00000022_pre_disaster.png,hurricane-florence_00000022_pre_disaster_mask.npy,1024,1024,8,0.003498513643839493,low
hurricane-florence_00000023_pre_disaster,data/labels\hurricane-florence_00000023_pre_disaster.json,hurricane-florence_00000023_pre_disaster.png,hurricane-florence_00000023_pre_disaster_mask.npy,1024,1024,3,0.002005167609510223,low
hurricane-florence_00000024_pre_disaster,data/labels\hurricane-florence_00000024_pre_disaster.json,hurricane-florence_00000024_pre_disaster.png,hurricane-florence_00000024_pre_disaster_mask.npy,1024,1024,15,0.007443821666116727,low
hurricane-florence_00000026_pre_disaster,data/labels\hurricane-florence_00000026_pre_disaster.json,hurricane-florence_00000026_pre_disaster.png,hurricane-florence_00000026_pre_disaster_mask.npy,1024,1024,28,0.014956330879699891,medium
hurricane-florence_00000027_pre_disaster,data/labels\hurricane-florence_00000027_pre_disaster.json,hurricane-florence_00000027_pre_disaster.png,hurricane-florence_00000027_pre_disaster_mask.npy,1024,1024,1,0.0005639565452301587,very_low
hurricane-florence_00000028_pre_disaster,data/labels\hurricane-florence_00000028_pre_disaster.json,hurricane-florence_00000028_pre_disaster.png,hurricane-florence_00000028_pre_disaster_mask.npy,1024,1024,170,0.11568033638694161,high
hurricane-florence_00000030_pre_disaster,data/labels\hurricane-florence_00000030_pre_disaster.json,hurricane-florence_00000030_pre_disaster.png,hurricane-florence_00000030_pre_disaster_mask.npy,1024,1024,7,0.004260623950296838,low
hurricane-florence_00000031_pre_disaster,data/labels\hurricane-florence_00000031_pre_disaster.json,hurricane-florence_00000031_pre_disaster.png,hurricane-florence_00000031_pre_disaster_mask.npy,1024,1024,11,0.008426855361365403,low
hurricane-florence_00000032_pre_disaster,data/labels\hurricane-florence_00000032_pre_disaster.json,hurricane-florence_00000032_pre_disaster.png,hurricane-florence_00000032_pre_disaster_mask.npy,1024,1024,19,0.011294206576542341,low
hurricane-florence_00000036_pre_disaster,data/labels\hurricane-florence_00000036_pre_disaster.json,hurricane-florence_00000036_pre_disaster.png,hurricane-florence_00000036_pre_disaster_mask.npy,1024,1024,40,0.029951948859763645,medium
hurricane-florence_00000037_pre_disaster,data/labels\hurricane-florence_00000037_pre_disaster.json,hurricane-florence_00000037_pre_disaster.png,hurricane-florence_00000037_pre_disaster_mask.npy,1024,1024,13,0.007532593625799311,low
hurricane-florence_00000042_pre_disaster,data/labels\hurricane-florence_00000042_pre_disaster.json,hurricane-florence_00000042_pre_disaster.png,hurricane-florence_00000042_pre_disaster_mask.npy,1024,1024,20,0.01040575811896359,low
hurricane-florence_00000043_pre_disaster,data/labels\hurricane-florence_00000043_pre_disaster.json,hurricane-florence_00000043_pre_disaster.png,hurricane-florence_00000043_pre_disaster_mask.npy,1024,1024,1,0.0009588808149838051,very_low
hurricane-florence_00000044_pre_disaster,data/labels\hurricane-florence_00000044_pre_disaster.json,hurricane-florence_00000044_pre_disaster.png,hurricane-florence_00000044_pre_disaster_mask.npy,1024,1024,7,0.002179653168216323,low
hurricane-florence_00000045_pre_disaster,data/labels\hurricane-florence_00000045_pre_disaster.json,hurricane-florence_00000045_pre_disaster.png,hurricane-florence_00000045_pre_disaster_mask.npy,1024,1024,26,0.013415993045673986,medium
hurricane-florence_00000048_pre_disaster,data/labels\hurricane-florence_00000048_pre_disaster.json,hurricane-florence_00000048_pre_disaster.png,hurricane-florence_00000048_pre_disaster_mask.npy,1024,1024,24,0.01533158549844556,medium
hurricane-florence_00000049_pre_disaster,data/labels\hurricane-florence_00000049_pre_disaster.json,hurricane-florence_00000049_pre_disaster.png,hurricane-florence_00000049_pre_disaster_mask.npy,1024,1024,3,0.0005679057283555459,very_low
hurricane-florence_00000051_pre_disaster,data/labels\hurricane-florence_00000051_pre_disaster.json,hurricane-florence_00000051_pre_disaster.png,hurricane-florence_00000051_pre_disaster_mask.npy,1024,1024,20,0.012679558731089162,medium
hurricane-florence_00000053_pre_disaster,data/labels\hurricane-florence_00000053_pre_disaster.json,hurricane-florence_00000053_pre_disaster.png,hurricane-florence_00000053_pre_disaster_mask.npy,1024,1024,7,0.008162737335435733,low
hurricane-florence_00000054_pre_disaster,data/labels\hurricane-florence_00000054_pre_disaster.json,hurricane-florence_00000054_pre_disaster.png,hurricane-florence_00000054_pre_disaster_mask.npy,1024,1024,12,0.03211919858546859,medium
hurricane-florence_00000055_pre_disaster,data/labels\hurricane-florence_00000055_pre_disaster.json,hurricane-florence_00000055_pre_disaster.png,hurricane-florence_00000055_pre_disaster_mask.npy,1024,1024,9,0.004872534247520558,low
hurricane-florence_00000057_pre_disaster,data/labels\hurricane-florence_00000057_pre_disaster.json,hurricane-florence_00000057_pre_disaster.png,hurricane-florence_00000057_pre_disaster_mask.npy,1024,1024,1,6.375148388737913e-05,very_low
hurricane-florence_00000058_pre_disaster,data/labels\hurricane-florence_00000058_pre_disaster.json,hurricane-florence_00000058_pre_disaster.png,hurricane-florence_00000058_pre_disaster_mask.npy,1024,1024,0,0.0,very_low
hurricane-florence_00000059_pre_disaster,data/labels\hurricane-florence_00000059_pre_disaster.json,hurricane-florence_00000059_pre_disaster.png,hurricane-florence_00000059_pre_disaster_mask.npy,1024,1024,4,0.002488398348721675,low
hurricane-florence_00000060_pre_disaster,data/labels\hurricane-florence_00000060_pre_disaster.json,hurricane-florence_00000060_pre_disaster.png,hurricane-florence_00000060_pre_disaster_mask.npy,1024,1024,14,0.006897422279014147,low
hurricane-florence_00000061_pre_disaster,data/labels\hurricane-florence_00000061_pre_disaster.json,hurricane-florence_00000061_pre_disaster.png,hurricane-florence_00000061_pre_disaster_mask.npy,1024,1024,11,0.005523683543241314,low
hurricane-florence_00000062_pre_disaster,data/labels\hurricane-florence_00000062_pre_disaster.json,hurricane-florence_00000062_pre_disaster.png,hurricane-florence_00000062_pre_disaster_mask.npy,1024,1024,7,0.003719424478694699,low
hurricane-florence_00000063_pre_disaster,data/labels\hurricane-florence_00000063_pre_disaster.json,hurricane-florence_00000063_pre_disaster.png,hurricane-florence_00000063_pre_disaster_mask.npy,1024,1024,25,0.012135098071992867,low
hurricane-florence_00000064_pre_disaster,data/labels\hurricane-florence_00000064_pre_disaster.json,hurricane-florence_00000064_pre_disaster.png,hurricane-florence_00000064_pre_disaster_mask.npy,1024,1024,36,0.018705749288494083,medium
hurricane-florence_00000065_pre_disaster,data/labels\hurricane-florence_00000065_pre_disaster.json,hurricane-florence_00000065_pre_disaster.png,hurricane-florence_00000065_pre_disaster_mask.npy,1024,1024,2,0.0015937715445503032,low
hurricane-florence_00000066_pre_disaster,data/labels\hurricane-florence_00000066_pre_disaster.json,hurricane-florence_00000066_pre_disaster.png,hurricane-florence_00000066_pre_disaster_mask.npy,1024,1024,22,0.013371368859412808,medium
hurricane-florence_00000067_pre_disaster,data/labels\hurricane-florence_00000067_pre_disaster.json,hurricane-florence_00000067_pre_disaster.png,hurricane-florence_00000067_pre_disaster_mask.npy,1024,1024,25,0.015487400532380471,medium
hurricane-florence_00000069_pre_disaster,data/labels\hurricane-florence_00000069_pre_disaster.json,hurricane-florence_00000069_pre_disaster.png,hurricane-florence_00000069_pre_disaster_mask.npy,1024,1024,9,0.00687943020919873,low
hurricane-florence_00000070_pre_disaster,data/labels\hurricane-florence_00000070_pre_disaster.json,hurricane-florence_00000070_pre_disaster.png,hurricane-florence_00000070_pre_disaster_mask.npy,1024,1024,15,0.012477547878434409,medium
hurricane-florence_00000072_pre_disaster,data/labels\hurricane-florence_00000072_pre_disaster.json,hurricane-florence_00000072_pre_disaster.png,hurricane-florence_00000072_pre_disaster_mask.npy,1024,1024,5,0.004391096463433826,low
hurricane-florence_00000073_pre_disaster,data/labels\hurricane-florence_00000073_pre_disaster.json,hurricane-florence_00000073_pre_disaster.png,hurricane-florence_00000073_pre_disaster_mask.npy,1024,1024,2,0.0025834125935181884,low
hurricane-florence_00000075_pre_disaster,data/labels\hurricane-florence_00000075_pre_disaster.json,hurricane-florence_00000075_pre_disaster.png,hurricane-florence_00000075_pre_disaster_mask.npy,1024,1024,30,0.012870006500445303,medium
hurricane-florence_00000078_pre_disaster,data/labels\hurricane-florence_00000078_pre_disaster.json,hurricane-florence_00000078_pre_disaster.png,hurricane-florence_00000078_pre_disaster_mask.npy,1024,1024,5,0.003115983686372884,low
hurricane-florence_00000079_pre_disaster,data/labels\hurricane-florence_00000079_pre_disaster.json,hurricane-florence_00000079_pre_disaster.png,hurricane-florence_00000079_pre_disaster_mask.npy,1024,1024,11,0.009214644735084142,low
hurricane-florence_00000080_pre_disaster,data/labels\hurricane-florence_00000080_pre_disaster.json,hurricane-florence_00000080_pre_disaster.png,hurricane-florence_00000080_pre_disaster_mask.npy,1024,1024,5,0.003626874098151489,low
hurricane-florence_00000083_pre_disaster,data/labels\hurricane-florence_00000083_pre_disaster.json,hurricane-florence_00000083_pre_disaster.png,hurricane-florence_00000083_pre_disaster_mask.npy,1024,1024,8,0.003910211471043131,low
hurricane-florence_00000084_pre_disaster,data/labels\hurricane-florence_00000084_pre_disaster.json,hurricane-florence_00000084_pre_disaster.png,hurricane-florence_00000084_pre_disaster_mask.npy,1024,1024,55,0.03881272867478694,medium
hurricane-florence_00000085_pre_disaster,data/labels\hurricane-florence_00000085_pre_disaster.json,hurricane-florence_00000085_pre_disaster.png,hurricane-florence_00000085_pre_disaster_mask.npy,1024,1024,26,0.014116499156771047,medium
hurricane-florence_00000086_pre_disaster,data/labels\hurricane-florence_00000086_pre_disaster.json,hurricane-florence_00000086_pre_disaster.png,hurricane-florence_00000086_pre_disaster_mask.npy,1024,1024,7,0.0044553655315994435,low
hurricane-florence_00000088_pre_disaster,data/labels\hurricane-florence_00000088_pre_disaster.json,hurricane-florence_00000088_pre_disaster.png,hurricane-florence_00000088_pre_disaster_mask.npy,1024,1024,1,0.000394488188905267,very_low
hurricane-florence_00000091_pre_disaster,data/labels\hurricane-florence_00000091_pre_disaster.json,hurricane-florence_00000091_pre_disaster.png,hurricane-florence_00000091_pre_disaster_mask.npy,1024,1024,131,0.12520230771538335,high
hurricane-florence_00000093_pre_disaster,data/labels\hurricane-florence_00000093_pre_disaster.json,hurricane-florence_00000093_pre_disaster.png,hurricane-florence_00000093_pre_disaster_mask.npy,1024,1024,0,0.0,very_low
hurricane-florence_00000094_pre_disaster,data/labels\hurricane-florence_00000094_pre_disaster.json,hurricane-florence_00000094_pre_disaster.png,hurricane-florence_00000094_pre_disaster_mask.npy,1024,1024,46,0.07813621876817638,high
hurricane-florence_00000096_pre_disaster,data/labels\hurricane-florence_00000096_pre_disaster.json,hurricane-florence_00000096_pre_disaster.png,hurricane-florence_00000096_pre_disaster_mask.npy,1024,1024,144,0.18382680352823824,high
hurricane-florence_00000099_pre_disaster,data/labels\hurricane-florence_00000099_pre_disaster.json,hurricane-florence_00000099_pre_disaster.png,hurricane-florence_00000099_pre_disaster_mask.npy,1024,1024,23,0.02434919172407659,medium
hurricane-florence_00000100_pre_disaster,data/labels\hurricane-florence_00000100_pre_disaster.json,hurricane-florence_00000100_pre_disaster.png,hurricane-florence_00000100_pre_disaster_mask.npy,1024,1024,5,0.0025086256894755257,low
hurricane-florence_00000101_pre_disaster,data/labels\hurricane-florence_00000101_pre_disaster.json,hurricane-florence_00000101_pre_disaster.png,hurricane-florence_00000101_pre_disaster_mask.npy,1024,1024,1,0.0008757416157999362,very_low
hurricane-florence_00000102_pre_disaster,data/labels\hurricane-florence_00000102_pre_disaster.json,hurricane-florence_00000102_pre_disaster.png,hurricane-florence_00000102_pre_disaster_mask.npy,1024,1024,10,0.00442237107808308,low
hurricane-florence_00000103_pre_disaster,data/labels\hurricane-florence_00000103_pre_disaster.json,hurricane-florence_00000103_pre_disaster.png,hurricane-florence_00000103_pre_disaster_mask.npy,1024,1024,62,0.08639766801422752,high
hurricane-florence_00000104_pre_disaster,data/labels\hurricane-florence_00000104_pre_disaster.json,hurricane-florence_00000104_pre_disaster.png,hurricane-florence_00000104_pre_disaster_mask.npy,1024,1024,17,0.06692137116549007,medium
hurricane-florence_00000106_pre_disaster,data/labels\hurricane-florence_00000106_pre_disaster.json,hurricane-florence_00000106_pre_disaster.png,hurricane-florence_00000106_pre_disaster_mask.npy,1024,1024,12,0.011429983546304184,low
hurricane-florence_00000110_pre_disaster,data/labels\hurricane-florence_00000110_pre_disaster.json,hurricane-florence_00000110_pre_disaster.png,hurricane-florence_00000110_pre_disaster_mask.npy,1024,1024,94,0.09026695091277175,high
hurricane-florence_00000111_pre_disaster,data/labels\hurricane-florence_00000111_pre_disaster.json,hurricane-florence_00000111_pre_disaster.png,hurricane-florence_00000111_pre_disaster_mask.npy,1024,1024,4,0.0015265641517668907,low
hurricane-florence_00000114_pre_disaster,data/labels\hurricane-florence_00000114_pre_disaster.json,hurricane-florence_00000114_pre_disaster.png,hurricane-florence_00000114_pre_disaster_mask.npy,1024,1024,11,0.005713384660600906,low
hurricane-florence_00000115_pre_disaster,data/labels\hurricane-florence_00000115_pre_disaster.json,hurricane-florence_00000115_pre_disaster.png,hurricane-florence_00000115_pre_disaster_mask.npy,1024,1024,38,0.06134065013463756,medium
hurricane-florence_00000118_pre_disaster,data/labels\hurricane-florence_00000118_pre_disaster.json,hurricane-florence_00000118_pre_disaster.png,hurricane-florence_00000118_pre_disaster_mask.npy,1024,1024,14,0.0035009575137512827,low
hurricane-florence_00000120_pre_disaster,data/labels\hurricane-florence_00000120_pre_disaster.json,hurricane-florence_00000120_pre_disaster.png,hurricane-florence_00000120_pre_disaster_mask.npy,1024,1024,23,0.014180926154774495,medium
hurricane-florence_00000122_pre_disaster,data/labels\hurricane-florence_00000122_pre_disaster.json,hurricane-florence_00000122_pre_disaster.png,hurricane-florence_00000122_pre_disaster_mask.npy,1024,1024,4,0.17520346044844695,high
hurricane-florence_00000123_pre_disaster,data/labels\hurricane-florence_00000123_pre_disaster.json,hurricane-florence_00000123_pre_disaster.png,hurricane-florence_00000123_pre_disaster_mask.npy,1024,1024,6,0.008913419367111717,low
hurricane-florence_00000126_pre_disaster,data/labels\hurricane-florence_00000126_pre_disaster.json,hurricane-florence_00000126_pre_disaster.png,hurricane-florence_00000126_pre_disaster_mask.npy,1024,1024,1,0.018828293968123706,medium
hurricane-florence_00000132_pre_disaster,data/labels\hurricane-florence_00000132_pre_disaster.json,hurricane-florence_00000132_pre_disaster.png,hurricane-florence_00000132_pre_disaster_mask.npy,1024,1024,6,0.004523013455971352,low
hurricane-florence_00000136_pre_disaster,data/labels\hurricane-florence_00000136_pre_disaster.json,hurricane-florence_00000136_pre_disaster.png,hurricane-florence_00000136_pre_disaster_mask.npy,1024,1024,2,0.0011562995231445023,low
hurricane-florence_00000138_pre_disaster,data/labels\hurricane-florence_00000138_pre_disaster.json,hurricane-florence_00000138_pre_disaster.png,hurricane-florence_00000138_pre_disaster_mask.npy,1024,1024,1,4.348198918974239e-05,very_low
hurricane-florence_00000139_pre_disaster,data/labels\hurricane-florence_00000139_pre_disaster.json,hurricane-florence_00000139_pre_disaster.png,hurricane-florence_00000139_pre_disaster_mask.npy,1024,1024,7,0.0036370873249069167,low
hurricane-florence_00000140_pre_disaster,data/labels\hurricane-florence_00000140_pre_disaster.json,hurricane-florence_00000140_pre_disaster.png,hurricane-florence_00000140_pre_disaster_mask.npy,1024,1024,1,7.39322445938034e-05,very_low
hurricane-florence_00000142_pre_disaster,data/labels\hurricane-florence_00000142_pre_disaster.json,hurricane-florence_00000142_pre_disaster.png,hurricane-florence_00000142_pre_disaster_mask.npy,1024,1024,0,0.0,very_low
hurricane-florence_00000144_pre_disaster,data/labels\hurricane-florence_00000144_pre_disaster.json,hurricane-florence_00000144_pre_disaster.png,hurricane-florence_00000144_pre_disaster_mask.npy,1024,1024,3,0.0014897228747843588,low
hurricane-florence_00000146_pre_disaster,data/labels\hurricane-florence_00000146_pre_disaster.json,hurricane-florence_00000146_pre_disaster.png,hurricane-florence_00000146_pre_disaster_mask.npy,1024,1024,4,0.001812334150391894,low
hurricane-florence_00000147_pre_disaster,data/labels\hurricane-florence_00000147_pre_disaster.json,hurricane-florence_00000147_pre_disaster.png,hurricane-florence_00000147_pre_disaster_mask.npy,1024,1024,4,0.0032187999512908894,low
hurricane-florence_00000148_pre_disaster,data/labels\hurricane-florence_00000148_pre_disaster.json,hurricane-florence_00000148_pre_disaster.png,hurricane-florence_00000148_pre_disaster_mask.npy,1024,1024,6,0.002707879084415999,low
hurricane-florence_00000149_pre_disaster,data/labels\hurricane-florence_00000149_pre_disaster.json,hurricane-florence_00000149_pre_disaster.png,hurricane-florence_00000149_pre_disaster_mask.npy,1024,1024,10,0.0056816664335077125,low
hurricane-florence_00000151_pre_disaster,data/labels\hurricane-florence_00000151_pre_disaster.json,hurricane-florence_00000151_pre_disaster.png,hurricane-florence_00000151_pre_disaster_mask.npy,1024,1024,7,0.005888936170468031,low
hurricane-florence_00000153_pre_disaster,data/labels\hurricane-florence_00000153_pre_disaster.json,hurricane-florence_00000153_pre_disaster.png,hurricane-florence_00000153_pre_disaster_mask.npy,1024,1024,16,0.012343650564172269,medium
hurricane-florence_00000156_pre_disaster,data/labels\hurricane-florence_00000156_pre_disaster.json,hurricane-florence_00000156_pre_disaster.png,hurricane-florence_00000156_pre_disaster_mask.npy,1024,1024,5,0.0016375240123431044,low
hurricane-florence_00000158_pre_disaster,data/labels\hurricane-florence_00000158_pre_disaster.json,hurricane-florence_00000158_pre_disaster.png,hurricane-florence_00000158_pre_disaster_mask.npy,1024,1024,4,0.0019020192113446974,low
hurricane-florence_00000159_pre_disaster,data/labels\hurricane-florence_00000159_pre_disaster.json,hurricane-florence_00000159_pre_disaster.png,hurricane-florence_00000159_pre_disaster_mask.npy,1024,1024,0,0.0,very_low
hurricane-florence_00000163_pre_disaster,data/labels\hurricane-florence_00000163_pre_disaster.json,hurricane-florence_00000163_pre_disaster.png,hurricane-florence_00000163_pre_disaster_mask.npy,1024,1024,1,0.00015152295955686898,very_low
hurricane-florence_00000164_pre_disaster,data/labels\hurricane-florence_00000164_pre_disaster.json,hurricane-florence_00000164_pre_disaster.png,hurricane-florence_00000164_pre_disaster_mask.npy,1024,1024,12,0.010095553463473425,low
hurricane-florence_00000165_pre_disaster,data/labels\hurricane-florence_00000165_pre_disaster.json,hurricane-florence_00000165_pre_disaster.png,hurricane-florence_00000165_pre_disaster_mask.npy,1024,1024,39,0.023224181617028935,medium
hurricane-florence_00000166_pre_disaster,data/labels\hurricane-florence_00000166_pre_disaster.json,hurricane-florence_00000166_pre_disaster.png,hurricane-florence_00000166_pre_disaster_mask.npy,1024,1024,5,0.0036635525448531184,low
hurricane-florence_00000168_pre_disaster,data/labels\hurricane-florence_00000168_pre_disaster.json,hurricane-florence_00000168_pre_disaster.png,hurricane-florence_00000168_pre_disaster_mask.npy,1024,1024,0,0.0,very_low
hurricane-florence_00000174_pre_disaster,data/labels\hurricane-florence_00000174_pre_disaster.json,hurricane-florence_00000174_pre_disaster.png,hurricane-florence_00000174_pre_disaster_mask.npy,1024,1024,0,0.0,very_low
hurricane-florence_00000178_pre_disaster,data/labels\hurricane-florence_00000178_pre_disaster.json,hurricane-florence_00000178_pre_disaster.png,hurricane-florence_00000178_pre_disaster_mask.npy,1024,1024,15,0.007154428176188712,low
hurricane-florence_00000180_pre_disaster,data/labels\hurricane-florence_00000180_pre_disaster.json,hurricane-florence_00000180_pre_disaster.png,hurricane-florence_00000180_pre_disaster_mask.npy,1024,1024,1,0.0005975635070453098,very_low
hurricane-florence_00000181_pre_disaster,data/labels\hurricane-florence_00000181_pre_disaster.json,hurricane-florence_00000181_pre_disaster.png,hurricane-florence_00000181_pre_disaster_mask.npy,1024,1024,32,0.022290320451305898,medium
hurricane-florence_00000183_pre_disaster,data/labels\hurricane-florence_00000183_pre_disaster.json,hurricane-florence_00000183_pre_disaster.png,hurricane-florence_00000183_pre_disaster_mask.npy,1024,1024,8,0.00487706124725941,low
hurricane-florence_00000185_pre_disaster,data/labels\hurricane-florence_00000185_pre_disaster.json,hurricane-florence_00000185_pre_disaster.png,hurricane-florence_00000185_pre_disaster_mask.npy,1024,1024,25,0.027681213432665414,medium
hurricane-florence_00000188_pre_disaster,data/labels\hurricane-florence_00000188_pre_disaster.json,hurricane-florence_00000188_pre_disaster.png,hurricane-florence_00000188_pre_disaster_mask.npy,1024,1024,10,0.0058513948697905965,low
hurricane-florence_00000189_pre_disaster,data/labels\hurricane-florence_00000189_pre_disaster.json,hurricane-florence_00000189_pre_disaster.png,hurricane-florence_00000189_pre_disaster_mask.npy,1024,1024,4,0.003658287229670828,low
hurricane-florence_00000190_pre_disaster,data/labels\hurricane-florence_00000190_pre_disaster.json,hurricane-florence_00000190_pre_disaster.png,hurricane-florence_00000190_pre_disaster_mask.npy,1024,1024,34,0.01799916879059017,medium
hurricane-florence_00000191_pre_disaster,data/labels\hurricane-florence_00000191_pre_disaster.json,hurricane-florence_00000191_pre_disaster.png,hurricane-florence_00000191_pre_disaster_mask.npy,1024,1024,97,0.11484355885041103,high
hurricane-florence_00000192_pre_disaster,data/labels\hurricane-florence_00000192_pre_disaster.json,hurricane-florence_00000192_pre_disaster.png,hurricane-florence_00000192_pre_disaster_mask.npy,1024,1024,3,0.001640180452240077,low
