tile_id,json_path,image_name,mask_name,width,height,n_buildings,building_ratio,ratio_bin,split
hurricane-florence_00000061_pre_disaster,data/labels\hurricane-florence_00000061_pre_disaster.json,hurricane-florence_00000061_pre_disaster.png,hurricane-florence_00000061_pre_disaster_mask.npy,1024,1024,11,0.005523683543241314,low,train
hurricane-florence_00000064_pre_disaster,data/labels\hurricane-florence_00000064_pre_disaster.json,hurricane-florence_00000064_pre_disaster.png,hurricane-florence_00000064_pre_disaster_mask.npy,1024,1024,36,0.018705749288494083,medium,train
hurricane-florence_00000066_pre_disaster,data/labels\hurricane-florence_00000066_pre_disaster.json,hurricane-florence_00000066_pre_disaster.png,hurricane-florence_00000066_pre_disaster_mask.npy,1024,1024,22,0.013371368859412808,medium,val
hurricane-florence_00000069_pre_disaster,data/labels\hurricane-florence_00000069_pre_disaster.json,hurricane-florence_00000069_pre_disaster.png,hurricane-florence_00000069_pre_disaster_mask.npy,1024,1024,9,0.00687943020919873,low,train
hurricane-florence_00000072_pre_disaster,data/labels\hurricane-florence_00000072_pre_disaster.json,hurricane-florence_00000072_pre_disaster.png,hurricane-florence_00000072_pre_disaster_mask.npy,1024,1024,5,0.004391096463433826,low,train
hurricane-florence_00000073_pre_disaster,data/labels\hurricane-florence_00000073_pre_disaster.json,hurricane-florence_00000073_pre_disaster.png,hurricane-florence_00000073_pre_disaster_mask.npy,1024,1024,2,0.0025834125935181884,low,test
hurricane-florence_00000075_pre_disaster,data/labels\hurricane-florence_00000075_pre_disaster.json,hurricane-florence_00000075_pre_disaster.png,hurricane-florence_00000075_pre_disaster_mask.npy,1024,1024,30,0.012870006500445303,medium,val
hurricane-florence_00000078_pre_disaster,data/labels\hurricane-florence_00000078_pre_disaster.json,hurricane-florence_00000078_pre_disaster.png,hurricane-florence_00000078_pre_disaster_mask.npy,1024,1024,5,0.003115983686372884,low,val
hurricane-florence_00000083_pre_disaster,data/labels\hurricane-florence_00000083_pre_disaster.json,hurricane-florence_00000083_pre_disaster.png,hurricane-florence_00000083_pre_disaster_mask.npy,1024,1024,8,0.003910211471043131,low,train
hurricane-florence_00000086_pre_disaster,data/labels\hurricane-florence_00000086_pre_disaster.json,hurricane-florence_00000086_pre_disaster.png,hurricane-florence_00000086_pre_disaster_mask.npy,1024,1024,7,0.0044553655315994435,low,val
hurricane-florence_00000088_pre_disaster,data/labels\hurricane-florence_00000088_pre_disaster.json,hurricane-florence_00000088_pre_disaster.png,hurricane-florence_00000088_pre_disaster_mask.npy,1024,1024,1,0.000394488188905267,very_low,train
hurricane-florence_00000091_pre_disaster,data/labels\hurricane-florence_00000091_pre_disaster.json,hurricane-florence_00000091_pre_disaster.png,hurricane-florence_00000091_pre_disaster_mask.npy,1024,1024,131,0.12520230771538335,high,test
hurricane-florence_00000096_pre_disaster,data/labels\hurricane-florence_00000096_pre_disaster.json,hurricane-florence_00000096_pre_disaster.png,hurricane-florence_00000096_pre_disaster_mask.npy,1024,1024,144,0.18382680352823824,high,train
hurricane-florence_00000099_pre_disaster,data/labels\hurricane-florence_00000099_pre_disaster.json,hurricane-florence_00000099_pre_disaster.png,hurricane-florence_00000099_pre_disaster_mask.npy,1024,1024,23,0.02434919172407659,medium,train
hurricane-florence_00000102_pre_disaster,data/labels\hurricane-florence_00000102_pre_disaster.json,hurricane-florence_00000102_pre_disaster.png,hurricane-florence_00000102_pre_disaster_mask.npy,1024,1024,10,0.00442237107808308,low,train
hurricane-florence_00000103_pre_disaster,data/labels\hurricane-florence_00000103_pre_disaster.json,hurricane-florence_00000103_pre_disaster.png,hurricane-florence_00000103_pre_disaster_mask.npy,1024,1024,62,0.08639766801422752,high,val
hurricane-florence_00000104_pre_disaster,data/labels\hurricane-florence_00000104_pre_disaster.json,hurricane-florence_00000104_pre_disaster.png,hurricane-florence_00000104_pre_disaster_mask.npy,1024,1024,17,0.06692137116549007,medium,train
hurricane-florence_00000106_pre_disaster,data/labels\hurricane-florence_00000106_pre_disaster.json,hurricane-florence_00000106_pre_disaster.png,hurricane-florence_00000106_pre_disaster_mask.npy,1024,1024,12,0.011429983546304184,low,train
hurricane-florence_00000111_pre_disaster,data/labels\hurricane-florence_00000111_pre_disaster.json,hurricane-florence_00000111_pre_disaster.png,hurricane-florence_00000111_pre_disaster_mask.npy,1024,1024,4,0.0015265641517668907,low,train
hurricane-florence_00000115_pre_disaster,data/labels\hurricane-florence_00000115_pre_disaster.json,hurricane-florence_00000115_pre_disaster.png,hurricane-florence_00000115_pre_disaster_mask.npy,1024,1024,38,0.06134065013463756,medium,train
hurricane-florence_00000118_pre_disaster,data/labels\hurricane-florence_00000118_pre_disaster.json,hurricane-florence_00000118_pre_disaster.png,hurricane-florence_00000118_pre_disaster_mask.npy,1024,1024,14,0.0035009575137512827,low,val
hurricane-florence_00000120_pre_disaster,data/labels\hurricane-florence_00000120_pre_disaster.json,hurricane-florence_00000120_pre_disaster.png,hurricane-florence_00000120_pre_disaster_mask.npy,1024,1024,23,0.014180926154774495,medium,train
hurricane-florence_00000122_pre_disaster,data/labels\hurricane-florence_00000122_pre_disaster.json,hurricane-florence_00000122_pre_disaster.png,hurricane-florence_00000122_pre_disaster_mask.npy,1024,1024,4,0.17520346044844695,high,train
hurricane-florence_00000123_pre_disaster,data/labels\hurricane-florence_00000123_pre_disaster.json,hurricane-florence_00000123_pre_disaster.png,hurricane-florence_00000123_pre_disaster_mask.npy,1024,1024,6,0.008913419367111717,low,test
hurricane-florence_00000126_pre_disaster,data/labels\hurricane-florence_00000126_pre_disaster.json,hurricane-florence_00000126_pre_disaster.png,hurricane-florence_00000126_pre_disaster_mask.npy,1024,1024,1,0.018828293968123706,medium,val
hurricane-florence_00000138_pre_disaster,data/labels\hurricane-florence_00000138_pre_disaster.json,hurricane-florence_00000138_pre_disaster.png,hurricane-florence_00000138_pre_disaster_mask.npy,1024,1024,1,4.348198918974239e-05,very_low,train
hurricane-florence_00000142_pre_disaster,data/labels\hurricane-florence_00000142_pre_disaster.json,hurricane-florence_00000142_pre_disaster.png,hurricane-florence_00000142_pre_disaster_mask.npy,1024,1024,0,0.0,very_low,train
hurricane-florence_00000144_pre_disaster,data/labels\hurricane-florence_00000144_pre_disaster.json,hurricane-florence_00000144_pre_disaster.png,hurricane-florence_00000144_pre_disaster_mask.npy,1024,1024,3,0.0014897228747843588,low,train
hurricane-florence_00000146_pre_disaster,data/labels\hurricane-florence_00000146_pre_disaster.json,hurricane-florence_00000146_pre_disaster.png,hurricane-florence_00000146_pre_disaster_mask.npy,1024,1024,4,0.001812334150391894,low,train
hurricane-florence_00000148_pre_disaster,data/labels\hurricane-florence_00000148_pre_disaster.json,hurricane-florence_00000148_pre_disaster.png,hurricane-florence_00000148_pre_disaster_mask.npy,1024,1024,6,0.002707879084415999,low,test
hurricane-florence_00000151_pre_disaster,data/labels\hurricane-florence_00000151_pre_disaster.json,hurricane-florence_00000151_pre_disaster.png,hurricane-florence_00000151_pre_disaster_mask.npy,1024,1024,7,0.005888936170468031,low,test
hurricane-florence_00000153_pre_disaster,data/labels\hurricane-florence_00000153_pre_disaster.json,hurricane-florence_00000153_pre_disaster.png,hurricane-florence_00000153_pre_disaster_mask.npy,1024,1024,16,0.012343650564172269,medium,train
hurricane-florence_00000156_pre_disaster,data/labels\hurricane-florence_00000156_pre_disaster.json,hurricane-florence_00000156_pre_disaster.png,hurricane-florence_00000156_pre_disaster_mask.npy,1024,1024,5,0.0016375240123431044,low,train
hurricane-florence_00000158_pre_disaster,data/labels\hurricane-florence_00000158_pre_disaster.json,hurricane-florence_00000158_pre_disaster.png,hurricane-florence_00000158_pre_disaster_mask.npy,1024,1024,4,0.0019020192113446974,low,val
hurricane-florence_00000159_pre_disaster,data/labels\hurricane-florence_00000159_pre_disaster.json,hurricane-florence_00000159_pre_disaster.png,hurricane-florence_00000159_pre_disaster_mask.npy,1024,1024,0,0.0,very_low,train
hurricane-florence_00000163_pre_disaster,data/labels\hurricane-florence_00000163_pre_disaster.json,hurricane-florence_00000163_pre_disaster.png,hurricane-florence_00000163_pre_disaster_mask.npy,1024,1024,1,0.00015152295955686898,very_low,train
hurricane-florence_00000164_pre_disaster,data/labels\hurricane-florence_00000164_pre_disaster.json,hurricane-florence_00000164_pre_disaster.png,hurricane-florence_00000164_pre_disaster_mask.npy,1024,1024,12,0.010095553463473425,low,train
hurricane-florence_00000174_pre_disaster,data/labels\hurricane-florence_00000174_pre_disaster.json,hurricane-florence_00000174_pre_disaster.png,hurricane-florence_00000174_pre_disaster_mask.npy,1024,1024,0,0.0,very_low,val
hurricane-florence_00000178_pre_disaster,data/labels\hurricane-florence_00000178_pre_disaster.json,hurricane-florence_00000178_pre_disaster.png,hurricane-florence_00000178_pre_disaster_mask.npy,1024,1024,15,0.007154428176188712,low,val
hurricane-florence_00000180_pre_disaster,data/labels\hurricane-florence_00000180_pre_disaster.json,hurricane-florence_00000180_pre_disaster.png,hurricane-florence_00000180_pre_disaster_mask.npy,1024,1024,1,0.0005975635070453098,very_low,train
hurricane-florence_00000183_pre_disaster,data/labels\hurricane-florence_00000183_pre_disaster.json,hurricane-florence_00000183_pre_disaster.png,hurricane-florence_00000183_pre_disaster_mask.npy,1024,1024,8,0.00487706124725941,low,train
hurricane-florence_00000185_pre_disaster,data/labels\hurricane-florence_00000185_pre_disaster.json,hurricane-florence_00000185_pre_disaster.png,hurricane-florence_00000185_pre_disaster_mask.npy,1024,1024,25,0.027681213432665414,medium,train
hurricane-florence_00000188_pre_disaster,data/labels\hurricane-florence_00000188_pre_disaster.json,hurricane-florence_00000188_pre_disaster.png,hurricane-florence_00000188_pre_disaster_mask.npy,1024,1024,10,0.0058513948697905965,low,train
hurricane-florence_00000189_pre_disaster,data/labels\hurricane-florence_00000189_pre_disaster.json,hurricane-florence_00000189_pre_disaster.png,hurricane-florence_00000189_pre_disaster_mask.npy,1024,1024,4,0.003658287229670828,low,test
hurricane-florence_00000190_pre_disaster,data/labels\hurricane-florence_00000190_pre_disaster.json,hurricane-florence_00000190_pre_disaster.png,hurricane-florence_00000190_pre_disaster_mask.npy,1024,1024,34,0.01799916879059017,medium,train
hurricane-florence_00000192_pre_disaster,data/labels\hurricane-florence_00000192_pre_disaster.json,hurricane-florence_00000192_pre_disaster.png,hurricane-florence_00000192_pre_disaster_mask.npy,1024,1024,3,0.001640180452240077,low,train
hurricane-florence_00000193_pre_disaster,data/labels\hurricane-florence_00000193_pre_disaster.json,hurricane-florence_00000193_pre_disaster.png,hurricane-florence_00000193_pre_disaster_mask.npy,1024,1024,10,0.00519499758911651,low,test
hurricane-florence_00000194_pre_disaster,data/labels\hurricane-florence_00000194_pre_disaster.json,hurricane-florence_00000194_pre_disaster.png,hurricane-florence_00000194_pre_disaster_mask.npy,1024,1024,0,0.0,very_low,train
hurricane-florence_00000195_pre_disaster,data/labels\hurricane-florence_00000195_pre_disaster.json,hurricane-florence_00000195_pre_disaster.png,hurricane-florence_00000195_pre_disaster_mask.npy,1024,1024,8,0.004403505679403476,low,train
hurricane-florence_00000199_pre_disaster,data/labels\hurricane-florence_00000199_pre_disaster.json,hurricane-florence_00000199_pre_disaster.png,hurricane-florence_00000199_pre_disaster_mask.npy,1024,1024,90,0.06945964931281376,medium,train
hurricane-florence_00000203_pre_disaster,data/labels\hurricane-florence_00000203_pre_disaster.json,hurricane-florence_00000203_pre_disaster.png,hurricane-florence_00000203_pre_disaster_mask.npy,1024,1024,0,0.0,very_low,train
hurricane-florence_00000210_pre_disaster,data/labels\hurricane-florence_00000210_pre_disaster.json,hurricane-florence_00000210_pre_disaster.png,hurricane-florence_00000210_pre_disaster_mask.npy,1024,1024,3,0.0013599501265662932,low,train
hurricane-florence_00000212_pre_disaster,data/labels\hurricane-florence_00000212_pre_disaster.json,hurricane-florence_00000212_pre_disaster.png,hurricane-florence_00000212_pre_disaster_mask.npy,1024,1024,23,0.011966823499014989,low,train
hurricane-florence_00000217_pre_disaster,data/labels\hurricane-florence_00000217_pre_disaster.json,hurricane-florence_00000217_pre_disaster.png,hurricane-florence_00000217_pre_disaster_mask.npy,1024,1024,96,0.1016964795438631,high,train
hurricane-florence_00000218_pre_disaster,data/labels\hurricane-florence_00000218_pre_disaster.json,hurricane-florence_00000218_pre_disaster.png,hurricane-florence_00000218_pre_disaster_mask.npy,1024,1024,0,0.0,very_low,train
hurricane-florence_00000219_pre_disaster,data/labels\hurricane-florence_00000219_pre_disaster.json,hurricane-florence_00000219_pre_disaster.png,hurricane-florence_00000219_pre_disaster_mask.npy,1024,1024,4,0.001115767767361614,low,train
hurricane-florence_00000221_pre_disaster,data/labels\hurricane-florence_00000221_pre_disaster.json,hurricane-florence_00000221_pre_disaster.png,hurricane-florence_00000221_pre_disaster_mask.npy,1024,1024,0,0.0,very_low,val
hurricane-florence_00000222_pre_disaster,data/labels\hurricane-florence_00000222_pre_disaster.json,hurricane-florence_00000222_pre_disaster.png,hurricane-florence_00000222_pre_disaster_mask.npy,1024,1024,0,0.0,very_low,val
hurricane-florence_00000224_pre_disaster,data/labels\hurricane-florence_00000224_pre_disaster.json,hurricane-florence_00000224_pre_disaster.png,hurricane-florence_00000224_pre_disaster_mask.npy,1024,1024,30,0.015598127960237494,medium,train
hurricane-florence_00000226_pre_disaster,data/labels\hurricane-florence_00000226_pre_disaster.json,hurricane-florence_00000226_pre_disaster.png,hurricane-florence_00000226_pre_disaster_mask.npy,1024,1024,18,0.011168079853251705,low,test
hurricane-florence_00000229_pre_disaster,data/labels\hurricane-florence_00000229_pre_disaster.json,hurricane-florence_00000229_pre_disaster.png,hurricane-florence_00000229_pre_disaster_mask.npy,1024,1024,20,0.015172699500931834,medium,train
hurricane-florence_00000231_pre_disaster,data/labels\hurricane-florence_00000231_pre_disaster.json,hurricane-florence_00000231_pre_disaster.png,hurricane-florence_00000231_pre_disaster_mask.npy,1024,1024,11,0.005535656903960249,low,test
hurricane-florence_00000233_pre_disaster,data/labels\hurricane-florence_00000233_pre_disaster.json,hurricane-florence_00000233_pre_disaster.png,hurricane-florence_00000233_pre_disaster_mask.npy,1024,1024,8,0.002191139852341708,low,val
hurricane-florence_00000242_pre_disaster,data/labels\hurricane-florence_00000242_pre_disaster.json,hurricane-florence_00000242_pre_disaster.png,hurricane-florence_00000242_pre_disaster_mask.npy,1024,1024,10,0.006876617373829143,low,train
hurricane-florence_00000245_pre_disaster,data/labels\hurricane-florence_00000245_pre_disaster.json,hurricane-florence_00000245_pre_disaster.png,hurricane-florence_00000245_pre_disaster_mask.npy,1024,1024,4,0.00421769491125059,low,train
hurricane-florence_00000251_pre_disaster,data/labels\hurricane-florence_00000251_pre_disaster.json,hurricane-florence_00000251_pre_disaster.png,hurricane-florence_00000251_pre_disaster_mask.npy,1024,1024,23,0.014690135029923468,medium,train
hurricane-florence_00000256_pre_disaster,data/labels\hurricane-florence_00000256_pre_disaster.json,hurricane-florence_00000256_pre_disaster.png,hurricane-florence_00000256_pre_disaster_mask.npy,1024,1024,11,0.007718474375106845,low,val
hurricane-florence_00000259_pre_disaster,data/labels\hurricane-florence_00000259_pre_disaster.json,hurricane-florence_00000259_pre_disaster.png,hurricane-florence_00000259_pre_disaster_mask.npy,1024,1024,11,0.005805222635581324,low,train
hurricane-florence_00000263_pre_disaster,data/labels\hurricane-florence_00000263_pre_disaster.json,hurricane-florence_00000263_pre_disaster.png,hurricane-florence_00000263_pre_disaster_mask.npy,1024,1024,1,0.0006493333358263758,very_low,train
hurricane-florence_00000264_pre_disaster,data/labels\hurricane-florence_00000264_pre_disaster.json,hurricane-florence_00000264_pre_disaster.png,hurricane-florence_00000264_pre_disaster_mask.npy,1024,1024,5,0.003548268770470599,low,train
hurricane-florence_00000269_pre_disaster,data/labels\hurricane-florence_00000269_pre_disaster.json,hurricane-florence_00000269_pre_disaster.png,hurricane-florence_00000269_pre_disaster_mask.npy,1024,1024,4,0.0010359208192502536,low,train
hurricane-florence_00000274_pre_disaster,data/labels\hurricane-florence_00000274_pre_disaster.json,hurricane-florence_00000274_pre_disaster.png,hurricane-florence_00000274_pre_disaster_mask.npy,1024,1024,9,0.00614214720009712,low,train
hurricane-florence_00000275_pre_disaster,data/labels\hurricane-florence_00000275_pre_disaster.json,hurricane-florence_00000275_pre_disaster.png,hurricane-florence_00000275_pre_disaster_mask.npy,1024,1024,1,0.0007210890446782258,very_low,train
hurricane-florence_00000277_pre_disaster,data/labels\hurricane-florence_00000277_pre_disaster.json,hurricane-florence_00000277_pre_disaster.png,hurricane-florence_00000277_pre_disaster_mask.npy,1024,1024,14,0.006486056121401847,low,train
hurricane-florence_00000279_pre_disaster,data/labels\hurricane-florence_00000279_pre_disaster.json,hurricane-florence_00000279_pre_disaster.png,hurricane-florence_00000279_pre_disaster_mask.npy,1024,1024,13,0.013208294969863277,medium,train
hurricane-florence_00000282_pre_disaster,data/labels\hurricane-florence_00000282_pre_disaster.json,hurricane-florence_00000282_pre_disaster.png,hurricane-florence_00000282_pre_disaster_mask.npy,1024,1024,5,0.005223734922841524,low,train
hurricane-florence_00000296_pre_disaster,data/labels\hurricane-florence_00000296_pre_disaster.json,hurricane-florence_00000296_pre_disaster.png,hurricane-florence_00000296_pre_disaster_mask.npy,1024,1024,43,0.027240154606859617,medium,train
hurricane-florence_00000303_pre_disaster,data/labels\hurricane-florence_00000303_pre_disaster.json,hurricane-florence_00000303_pre_disaster.png,hurricane-florence_00000303_pre_disaster_mask.npy,1024,1024,10,0.004798451822060662,low,test
hurricane-florence_00000304_pre_disaster,data/labels\hurricane-florence_00000304_pre_disaster.json,hurricane-florence_00000304_pre_disaster.png,hurricane-florence_00000304_pre_disaster_mask.npy,1024,1024,14,0.011253110397859187,low,val
hurricane-florence_00000306_pre_disaster,data/labels\hurricane-florence_00000306_pre_disaster.json,hurricane-florence_00000306_pre_disaster.png,hurricane-florence_00000306_pre_disaster_mask.npy,1024,1024,35,0.024485624146462506,medium,train
hurricane-florence_00000308_pre_disaster,data/labels\hurricane-florence_00000308_pre_disaster.json,hurricane-florence_00000308_pre_disaster.png,hurricane-florence_00000308_pre_disaster_mask.npy,1024,1024,17,0.013460301307671417,medium,test
hurricane-florence_00000310_pre_disaster,data/labels\hurricane-florence_00000310_pre_disaster.json,hurricane-florence_00000310_pre_disaster.png,hurricane-florence_00000310_pre_disaster_mask.npy,1024,1024,19,0.01201631140238221,low,train
hurricane-florence_00000313_pre_disaster,data/labels\hurricane-florence_00000313_pre_disaster.json,hurricane-florence_00000313_pre_disaster.png,hurricane-florence_00000313_pre_disaster_mask.npy,1024,1024,28,0.02015574004520768,medium,train
hurricane-florence_00000319_pre_disaster,data/labels\hurricane-florence_00000319_pre_disaster.json,hurricane-florence_00000319_pre_disaster.png,hurricane-florence_00000319_pre_disaster_mask.npy,1024,1024,3,0.0010265022011326332,low,test
hurricane-florence_00000320_pre_disaster,data/labels\hurricane-florence_00000320_pre_disaster.json,hurricane-florence_00000320_pre_disaster.png,hurricane-florence_00000320_pre_disaster_mask.npy,1024,1024,11,0.007604586155797896,low,test
hurricane-florence_00000324_pre_disaster,data/labels\hurricane-florence_00000324_pre_disaster.json,hurricane-florence_00000324_pre_disaster.png,hurricane-florence_00000324_pre_disaster_mask.npy,1024,1024,2,0.0009933306260591932,very_low,train
hurricane-florence_00000329_pre_disaster,data/labels\hurricane-florence_00000329_pre_disaster.json,hurricane-florence_00000329_pre_disaster.png,hurricane-florence_00000329_pre_disaster_mask.npy,1024,1024,5,0.004333585107341693,low,train
hurricane-florence_00000330_pre_disaster,data/labels\hurricane-florence_00000330_pre_disaster.json,hurricane-florence_00000330_pre_disaster.png,hurricane-florence_00000330_pre_disaster_mask.npy,1024,1024,18,0.009025034510889906,low,train
hurricane-florence_00000332_pre_disaster,data/labels\hurricane-florence_00000332_pre_disaster.json,hurricane-florence_00000332_pre_disaster.png,hurricane-florence_00000332_pre_disaster_mask.npy,1024,1024,0,0.0,very_low,train
hurricane-florence_00000333_pre_disaster,data/labels\hurricane-florence_00000333_pre_disaster.json,hurricane-florence_00000333_pre_disaster.png,hurricane-florence_00000333_pre_disaster_mask.npy,1024,1024,1,0.0011742102493364497,low,val
hurricane-florence_00000335_pre_disaster,data/labels\hurricane-florence_00000335_pre_disaster.json,hurricane-florence_00000335_pre_disaster.png,hurricane-florence_00000335_pre_disaster_mask.npy,1024,1024,58,0.0527738815507064,medium,train
hurricane-florence_00000336_pre_disaster,data/labels\hurricane-florence_00000336_pre_disaster.json,hurricane-florence_00000336_pre_disaster.png,hurricane-florence_00000336_pre_disaster_mask.npy,1024,1024,11,0.006767338412985085,low,test
